match_tol_hz,accepted_count,raw_log10_mad,raw_log10_std,flat_log10_mad,flat_log10_std
0.05,6.0,0.10179124948535861,0.25519974267230955,0.12898568286185386,0.19957944011090803
0.06,6.0,0.10179124948535861,0.25519974267230955,0.12898568286185386,0.19957944011090803
0.08,7.0,0.20199655007384287,0.292643416362841,0.09863587207294244,0.18722399310223145
0.1,9.0,0.20466396771644285,0.3432487785424987,0.09863587207294244,0.1749081631599629
0.12,10.0,0.20412323334358004,0.33218191371930417,0.08387649945742215,0.1696820474396113
0.14,11.0,0.20358249897071723,0.3181086857039191,0.09863587207294244,0.1707031014816844
