parent1,parent2,child,f1_hz,f2_hz,f3_hz,amp_child,amp_parent_geom,child_parent_amp_ratio,bic_0681,null95_0681,excess_0681,bic_0680,null95_0680,excess_0680,ampcorr_0681,ampcorr_0680,nwin_0681,nwin_0680,reproducible_positive,combined_edge_score
F06,F25,F30,5.415660511365317,15.939897017050477,21.401633522733952,0.020516608973005925,0.03813459052881274,0.5380052254004017,0.007769767474555346,0.046953421257158866,-0.03918365378260352,0.0020283048085119205,0.014512900109275778,-0.012484595300763858,0.866619241121234,0.721483747486005,46,55,0.0,-0.03918365378260352
F01,F17,F24,3.371803977273755,11.311257102276267,14.707031250004631,0.008170907238442923,0.3371259697542906,0.02423695583107457,0.0031025504169132083,0.04336730404189011,-0.040264753624976904,0.006770251886392634,0.12250206178695067,-0.11573180990055804,0.2708037045502636,0.7611611154144255,46,55,0.0,-0.040264753624976904
F01,F19,F25,3.371803977273755,12.60697798295853,15.939897017050477,0.0121089415926691,0.25711499973804935,0.04709543046887882,0.0022278648677565753,0.06376748432619561,-0.061539619458439034,0.15185690078984193,0.11738164290532901,0.034475257884512917,0.6458637808876156,0.7106576493979314,46,55,0.0,-0.040854464727731285
F02,F02,F12,3.965465198864866,3.965465198864866,8.026544744320685,0.0396103718989716,0.602146666999927,0.06578193332252788,0.06452278387028967,0.10567811236576698,-0.0411553284954773,0.18243729372442427,0.2798845486299182,-0.09744725490549391,0.8029311201138913,0.848788221515064,46,55,0.0,-0.0411553284954773
F09,F10,F24,6.993696732956727,7.712269176138788,14.707031250004631,0.008170907238442923,0.041424680398123234,0.1972473211600954,0.005877377413507416,0.07184545910863695,-0.06596808169512954,0.12386406031947142,0.08295719498698223,0.04090686533248919,0.5277613632008711,0.9365852020019572,46,55,0.0,-0.04142396249563603
F06,F14,F23,5.415660511365317,8.820223721593663,14.242808948868063,0.009130935083498161,0.1361315622397702,0.06707434288762318,0.00036301529625807857,0.04571158332819919,-0.04534856803194111,0.08788378629659065,0.1527220590043594,-0.06483827270776875,0.5403648627880298,0.8956115483577577,46,55,0.0,-0.04534856803194111
F16,F17,F29,9.40669389204844,11.311257102276267,20.75710227273378,0.010554470813935674,0.07063986208883895,0.14941239268930104,0.0198530639915261,0.06557335383676663,-0.04572028984524053,0.013519888741066232,0.0685992347107706,-0.055079345969704374,0.8326525491457166,0.6106804750954056,46,55,0.0,-0.04572028984524053
F23,F24,F34,14.242808948868063,14.707031250004631,28.853959517054484,0.0038774188684715786,0.008637593621345448,0.4489003579526593,0.0024326853167672604,0.04830748919822142,-0.04587480388145416,0.03542421299841739,0.05814256245712158,-0.02271834945870419,0.4010419061013115,0.7183127168280575,45,55,0.0,-0.04587480388145416
F03,F03,F13,4.190784801137673,4.190784801137673,8.402077414775336,0.02965077260288944,0.20718764924406707,0.14311071490540841,0.029364464966971388,0.0777022448205176,-0.04833777985354622,0.1460218239001839,0.17785419332691926,-0.03183236942673537,0.6510761423667782,0.823418049483333,46,55,0.0,-0.04833777985354622
F14,F18,F29,8.820223721593663,12.05273437500379,20.75710227273378,0.010554470813935674,0.09456480236944875,0.11161098579470546,0.004550388601989287,0.057359992429403255,-0.05280960382741397,0.05587192634932088,0.05024916756460365,0.005622758784717227,0.850042993516754,0.5373911547354107,46,55,0.0,-0.049435948556583634
F07,F07,F19,6.35555752841107,6.35555752841107,12.60697798295853,0.03681836618996346,0.22609236997822954,0.16284656662013275,0.027528383364862102,0.08102467591959507,-0.05349629255473297,0.019080247773946034,0.11369749568354336,-0.09461724790959733,0.9554102636708786,0.7210918369525011,46,55,0.0,-0.05349629255473297
